GEO,POB,SEX,LMS,ROY,COC,AGE,TIME,PROVIDER,VALUE,FLAGS,FOOTNOTES
UKF21,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,218995,,,
UKF22,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,638430,,,
UKF24,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,330860,,,
UKF25,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,286275,,,
UKF3,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,662910,,,
UKF30,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,662910,,,
UKG,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,4971875,,,
UKG1,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1204915,,,
UKG11,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,171230,,,
UKG12,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,533570,,,
UKG13,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,500120,,,
UKG2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1484640,,,
UKG21,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,154505,,,
UKG22,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,291740,,,
UKG23,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,228295,,,
UKG24,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,810100,,,
UKG3,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,2282320,,,
UKG31,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,834730,,,
UKG32,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,191290,,,
UKG33,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,249725,,,
UKG36,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,296310,,,
UKG37,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,258995,,,
UKG38,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,242690,,,
UKG39,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,208580,,,
UKH,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,5204750,,,
UKH1,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,2145860,,,
UKH11,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,145740,,,
UKH12,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,535510,,,
UKH13,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,796345,,,
UKH14,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,668260,,,
UKH2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1470715,,,
UKH21,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,140330,,,
UKH23,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,966380,,,
UKH24,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,129755,,,
UKH25,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,234250,,,
UKH3,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1588175,,,
UKH31,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,156535,,,
UKH32,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,138830,,,
UKH33,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1292810,,,
UKI,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,5175675,,,
UKI1,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1867725,,,
UKI11,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,613385,,,
UKI12,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1254335,,,
UKI2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,3307955,,,
UKI21,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1253520,,,
UKI22,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,912040,,,
UKI23,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1142395,,,
UKJ,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,7591430,,,
UKJ1,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1899565,,,
UKJ11,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,695590,,,
UKJ12,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,202685,,,
UKJ13,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,439990,,,
UKJ14,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,561305,,,
UKJ2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,2411340,,,
UKJ21,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,230485,,,
UKJ22,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,483825,,,
UKJ23,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,971455,,,
UKJ24,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,725575,,,
UKJ3,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1713950,,,
UKJ31,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,180030,,,
UKJ32,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,195230,,,
UKJ33,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1207615,,,
UKJ34,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,131070,,,
UKJ4,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1566575,,,
UKJ41,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,236590,,,
UKJ42,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1329990,,,
UKK,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,4884275,,,
UKK1,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,2128045,,,
UKK11,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,365110,,,
UKK12,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,595935,,,
UKK13,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,550875,,,
UKK14,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,182215,,,
UKK15,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,433910,,,
UKK2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1179600,,,
UKK21,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,291640,,,
UKK22,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,389750,,,
UKK23,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,498210,,,
UKK3,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,510735,,,
UKK30,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,510735,,,
UKK4,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1065895,,,
UKK41,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,238175,,,
UKK42,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,123875,,,
UKK43,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,703840,,,
UKL,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,2895585,,,
UKL1,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1854755,,,
UKL11,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,67345,,,
UKL12,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,115960,,,
UKL13,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,200125,,,
UKL14,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,364390,,,
UKL15,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,283200,,,
UKL16,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,331540,,,
UKL17,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,270405,,,
UKL18,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,221790,,,
UKL2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1040830,,,
UKL21,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,220690,,,
UKL22,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,420305,,,
UKL23,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,272455,,,
UKL24,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,127385,,,
UKM,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,4926120,,,
UKM2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1857565,,,
UKM21,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,244775,,,
UKM22,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,393805,,,
UKM23,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,174250,,,
UKM24,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,107910,,,
UKM25,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,400930,,,
UKM26,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,150335,,,
UKM27,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,220275,,,
UKM28,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,165285,,,
UKM3,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,2201035,,,
UKM31,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,212660,,,
UKM32,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,146075,,,
UKM33,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,248935,,,
UKM34,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,520640,,,
UKM35,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,332985,,,
UKM36,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,327595,,,
UKM37,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,108960,,,
UKM38,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,303180,,,
UKM5,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,425285,,,
UKM50,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,425285,,,
UKM6,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,442240,,,
UKM61,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,90650,,,
UKM62,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,185710,,,
UKM63,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,96360,,,
UKM64,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,26880,,,
UKM65,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,20640,,,
UKM66,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,21995,,,
UKN,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1691675,,,
UKN0,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1691675,,,
UKN01,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,257120,,,
UKN02,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,370810,,,
UKN03,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,415145,,,
UKN04,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,272030,,,
UKN05,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,376575,,,
UKZ,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,0,,,
UKZZ,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,0,,,
UKZZZ,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,0,,,
UK,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,7985585,,,
UKC,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,128460,,,
UKC1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,47955,,,
UKC11,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,11400,,,
UKC12,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,14375,,,
UKC13,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,5535,,,
UKC14,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,16650,,,
UKC2,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,80510,,,
UKC21,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,8915,,,
UKC22,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,60290,,,
UKC23,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,11300,,,
UKD,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,576810,,,
UKD1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,18680,,,
UKD11,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,6615,,,
UKD12,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,12070,,,
UKD3,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,322960,,,
UKD31,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,214415,,,
UKD32,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,108545,,,
UKD4,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,105360,,,
UKD41,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,21785,,,
UKD42,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,7695,,,
UKD43,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,75880,,,
UKD6,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,47750,,,
UKD61,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,11500,,,
UKD62,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,20275,,,
UKD63,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,15980,,,
UKD7,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,82060,,,
UKD71,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,11505,,,
UKD72,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,46095,,,
UKD73,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,11540,,,
UKD74,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,12915,,,
UKE,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,464300,,,
UKE1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,52580,,,
UKE11,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,21800,,,
UKE12,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,12860,,,
UKE13,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,17920,,,
UKE2,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,53705,,,
UKE21,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,18215,,,
UKE22,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,35490,,,
UKE3,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,104055,,,
UKE31,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,39560,,,
UKE32,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,64495,,,
UKE4,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,253960,,,
UKE41,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,89545,,,
UKE42,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,86060,,,
UKE44,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,60810,,,
UKE45,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,17545,,,
UKF,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,447740,,,
UKF1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,162205,,,
UKF11,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,34575,,,
UKF12,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,8645,,,
UKF13,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,16960,,,
UKF14,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,59685,,,
UKF15,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,20310,,,
UKF16,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,22025,,,
UKF2,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,234840,,,
UKF21,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,110750,,,
UKF22,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,49375,,,
UKF24,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,44200,,,
UKF25,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,30520,,,
UKF3,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,50695,,,
UKF30,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,50695,,,
UKG,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,629415,,,
UKG1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,90100,,,
UKG11,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,12235,,,
UKG12,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,32550,,,
UKG13,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,45310,,,
UKG2,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,85515,,,
UKG21,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,12110,,,
UKG22,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,14375,,,
UKG23,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,20700,,,
UKG24,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,38330,,,
UKG3,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,453800,,,
UKG31,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,238185,,,
UKG32,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,15375,,,
UKG33,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,67160,,,
UKG36,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,16585,,,
UKG37,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,49040,,,
UKG38,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,26625,,,
UKG39,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,40835,,,
UKH,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,641495,,,
UKH1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,244775,,,
UKH11,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,37845,,,
UKH12,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,85580,,,
UKH13,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,61495,,,
UKH14,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,59850,,,
UKH2,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,260120,,,
UKH21,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,62850,,,
UKH23,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,149485,,,
UKH24,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,27690,,,
UKH25,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,20100,,,
UKH3,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,136600,,,
UKH31,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,17090,,,
UKH32,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,18860,,,
UKH33,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,100650,,,
UKI,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,2994930,,,
UKI1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1362525,,,
UKI11,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,480970,,,
UKI12,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,881555,,,
UKI2,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1632400,,,
UKI21,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,505395,,,
UKI22,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,310345,,,
UKI23,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,816665,,,
UKJ,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,1042190,,,
UKJ1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,369750,,,
UKJ11,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,166115,,,
UKJ12,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,46100,,,
UKJ13,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,65215,,,
UKJ14,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,92320,,,
UKJ2,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,327630,,,
UKJ21,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,42830,,,
UKJ22,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,42795,,,
UKJ23,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,160765,,,
UKJ24,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,81245,,,
UKJ3,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,183900,,,
UKJ31,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,24990,,,
UKJ32,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,41635,,,
UKJ33,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,110085,,,
UKJ34,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,7190,,,
UKJ4,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,160910,,,
UKJ41,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,27315,,,
UKJ42,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,133595,,,
UKK,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,404350,,,
UKK1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,218500,,,
UKK11,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,63075,,,
UKK12,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,45375,,,
UKK13,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,46080,,,
UKK14,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,26925,,,
UKK15,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,37050,,,
UKK2,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,94325,,,
UKK21,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,39455,,,
UKK22,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,23135,,,
UKK23,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,31735,,,
UKK3,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,23720,,,
UKK30,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,23720,,,
UKK4,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,United Kingdom,67800,,,
